gene	description	WT_6h_1	WT_6h_2	WT_6h_3	RELA_6h_1	RELA_6h_2	RELA_6h_3
Eif1ax	na	2304	2296	2397	2464	2380	2240
Eif1b	na	920	975	935	1058	1021	882
Eif2a	na	2199	2252	2286	2380	2484	2174
Eif2ak1	na	2781	2819	2618	3058	2939	2600
Eif2ak2	na	2272	2306	2357	1339	1305	1167
Eif2ak3	na	4194	4265	3952	3767	3932	3309
Eif2ak4	na	1838	1857	1693	2175	2220	1903
Eif2b1	na	949	970	978	1037	1101	915
Eif2b2	na	1463	1410	1225	1409	1480	1268
Eif2b3	na	1201	1146	1165	1359	1263	1136
Eif2b4	na	1397	1362	1251	1589	1578	1410
Eif2b5	na	3140	3197	3161	3711	3577	3095
Eif2c1	na	4910	5031	4604	5526	5590	4674
Eif2c2	na	5326	5633	5066	5976	6121	5125
Eif2c3	na	979	1050	979	1200	1136	1039
Eif2c4	na	119	164	162	182	200	158
Eif2d	na	1134	1050	1068	1130	1126	1032
Eif2s1	na	4299	4266	4627	4937	4689	4535
Eif2s2	na	2376	2244	2505	2455	2567	2405
Eif2s3x	na	1016	1032	1059	1155	1156	1035
Eif2s3y	na	0	0	0	0	0	0
Eif3a	na	22338	22384	21800	25050	25313	21850
Eif3b	na	12857	13623	12652	15291	15308	12869
Eif3c	na	15969	15596	15570	18170	17756	15876
Eif3d	na	8557	8690	8275	9939	9948	8379
Eif3e	na	4907	5091	5468	5503	5229	5249
Eif3f	na	6654	6666	6211	7210	7233	5984
Eif3g	na	5270	5252	4894	6035	6125	5283
Eif3h	na	4203	4400	4122	4563	4464	3956
Eif3i	na	5903	5828	6073	6376	6280	5725
Eif3j	na	0	0	0	0	0	0
Eif3k	na	4542	4380	4537	4788	4814	4465
Eif3l	na	7135	6947	6800	7326	7462	6582
Eif3m	na	2323	2339	2643	2591	2472	2472
Eif4a1	na	5003	5422	5192	5893	6000	5737
Eif4a2	na	15289	16258	15565	17865	18040	16057
Eif4a3	na	3109	3071	2950	3401	3375	2854
Eif4b	na	16925	16966	16416	19552	19645	16831
Eif4e	na	2455	2649	2702	2990	2903	2601
Eif4e1b	na	0	0	0	0	0	0
Eif4e2	na	2924	2811	2682	3051	3136	2713
Eif4e3	na	174	143	151	168	159	138
Eif4ebp1	na	1083	1025	1015	1120	1199	1035
Eif4ebp2	na	2834	2718	2697	3160	3197	2650
Eif4ebp3	na	592	570	547	538	624	541
Eif4enif1	na	3688	3789	3485	4171	4126	3591
Eif4g1	na	27517	28129	26538	31213	31562	26509
Eif4g2	na	27625	28483	27838	32630	32149	29035
Eif4g3	na	10777	11175	9766	11893	12325	10438
Eif4h	na	8381	8457	8331	9551	9692	8520
Eif5	na	13625	14314	13651	16646	16418	14669
Eif5a	na	26883	25769	24773	27053	27130	23934
Eif5a2	na	652	657	693	769	747	706
Eif5b	na	7044	7098	6511	7904	7762	6873
Eif6	na	3398	3285	3312	3819	3919	3381
Elac1	na	493	484	463	550	552	422
Elac2	na	1918	1975	1840	2248	2309	1829
Elane	na	4	5	1	4	4	4
Elavl1	na	3256	3321	3251	3753	3668	3391
Elavl2	na	0	1	0	0	0	0
Elavl3	na	1	8	0	4	2	3
Elavl4	na	0	1	0	0	0	0
Elf1	na	4616	4803	4530	4846	5048	4266
Elf2	na	1890	1979	1750	2003	2129	1720
Elf3	na	1	1	0	0	2	0
Elf4	na	2986	2940	2729	3512	3528	3045
Elf5	na	1	1	0	1	0	2
Elfn1	na	1	1	2	4	3	0
Elfn2	na	7	12	8	14	10	8
Elk1	na	599	616	563	580	653	530
Elk3	na	3275	3268	2893	3563	3617	3098
Elk4	na	2561	2843	2562	2879	2893	2850
Ell	na	1071	1112	934	1164	1234	1057
Ell2	na	979	929	847	862	897	839
Ell3	na	242	275	281	431	437	372
Elmo1	na	3174	3171	3013	3386	3455	2989
Elmo2	na	852	912	804	908	1005	804
Elmo3	na	232	253	210	239	279	230
Elmod1	na	0	0	0	0	0	0
Elmod2	na	579	593	628	659	693	595
Elmod3	na	271	272	275	303	328	238
Eln	na	0	0	0	0	0	0
Elof1	na	707	706	729	767	764	764
Elovl1	na	2295	2427	2188	2636	2742	2403
Elovl2	na	1	1	1	0	1	1
Elovl3	na	0	0	0	0	0	0
Elovl4	na	1	4	2	0	1	2
Elovl5	na	1683	1646	1602	1716	1801	1516
Elovl6	na	483	499	476	503	479	446
Elovl7	na	2	2	1	6	5	5
Elp2	na	3890	4041	3838	3972	4161	3623
Elp3	na	2738	2824	2636	3002	3049	2719
Elp4	na	367	398	366	358	400	349
Eltd1	na	2	0	1	0	0	0
Emb	na	332	355	356	413	409	403
Emcn	na	0	0	0	0	0	0
Emd	na	2404	2416	2262	2526	2616	2209
Eme1	na	37	57	40	57	49	42
Eme2	na	1056	1128	921	1097	1125	885
Emg1	na	2568	2552	2531	2766	2763	2516
Emid1	na	29	46	37	30	32	28
Emid2	na	0	0	0	0	0	0
Emilin1	na	25	28	20	21	25	17
Emilin2	na	27	20	25	44	48	24
Emilin3	na	0	1	0	0	0	0
Eml1	na	0	0	0	0	0	0
Eml2	na	582	576	515	501	526	395
Eml3	na	2059	2136	1931	2464	2506	2167
Eml4	na	5764	5837	5594	6182	6050	5329
Eml5	na	916	950	859	1259	1314	1058
Eml6	na	17	8	16	13	15	11
Emp1	na	11	8	17	9	16	5
Emp2	na	1	0	2	3	1	1
Emp3	na	786	803	678	870	930	838
Emr1	na	161	143	149	350	319	297
Emr4	na	20	23	58	38	39	32
Emx1	na	0	0	0	0	0	0
Emx2	na	0	0	0	0	0	0
Emx2os	na	0	0	0	0	0	0
En1	na	0	0	0	0	0	0
En2	na	0	0	0	0	0	0
Enah	na	2	4	7	2	2	3
Enam	na	1	0	0	0	2	1
Enc1	na	342	330	313	222	239	215
Endod1	na	357	399	352	419	444	368
Endog	na	78	71	88	66	88	73
Endou	na	89	90	90	102	93	101
Eng	na	24	22	19	13	20	14
Engase	na	278	281	245	317	319	281
Enho	na	0	0	0	0	0	0
Enkur	na	0	0	0	0	1	0
Eno1	na	8	6	3	7	4	4
Eno2	na	253	289	247	286	331	269
Eno3	na	602	638	575	584	628	551
Eno4	na	10	13	15	13	12	8
Enoph1	na	677	702	651	740	762	687
Enox	na	197	216	168	170	205	186
Enox1	na	0	0	0	0	0	0
Enox2	na	320	305	332	371	347	301
Enpep	na	2	3	5	1	1	5
Enpp1	na	302	301	278	375	450	349
Enpp2	na	0	0	0	0	0	1
Enpp3	na	0	1	0	0	1	0
Enpp4	na	23	9	19	20	25	33
Enpp5	na	1	1	0	5	2	0
Enpp6	na	8	9	9	12	14	13
Enpp7	na	0	0	0	0	0	0
Ensa	na	3159	3221	3174	3557	3628	3161
Enthd1	na	18	11	16	19	21	15
Entpd1	na	88	88	96	90	107	67
Entpd2	na	1	0	1	0	0	0
Entpd3	na	1	1	1	0	1	1
Entpd4	na	1610	1621	1522	1957	2072	1639
Entpd5	na	853	967	833	1061	1107	891
Entpd6	na	1126	1163	1028	1248	1274	1109
Entpd7	na	260	268	211	268	274	244
Entpd8	na	0	0	0	0	0	0
Eny2	na	885	852	898	1001	995	887
Eomes	na	15	21	19	23	21	17
Ep300	na	6828	6971	6369	7781	7832	6810
Ep400	na	12252	12737	11272	13810	14105	11952
Epas1	na	6	10	13	10	10	12
Epb4.1	na	2483	2464	2271	2818	2816	2455
Epb4.1l1	na	17	9	10	7	12	14
Epb4.1l2	na	8310	8416	7866	8331	8549	7246
Epb4.1l3	na	0	1	1	0	0	2
Epb4.1l4a	na	12	8	13	30	21	12
Epb4.1l4b	na	56	64	42	85	84	53
Epb4.1l5	na	243	250	245	277	326	299
Epb4.2	na	1	1	1	3	2	3
Epb4.9	na	0	1	0	1	1	1
Epc1	na	2561	2567	2368	2898	2839	2400
Epc2	na	1754	1706	1728	1913	2014	1717
Epcam	na	397	375	363	402	413	360
Epdr1	na	0	1	0	0	1	0
Epgn	na	1	2	0	0	1	0
Epha1	na	10	10	13	8	6	8
Epha10	na	1	0	0	0	0	0
Epha2	na	159	148	115	68	73	72
Epha3	na	0	0	0	0	0	0
Epha4	na	0	1	0	0	0	0
Epha5	na	0	1	0	0	0	0
Epha6	na	0	0	0	0	0	0
Epha7	na	0	0	0	0	0	0
Epha8	na	0	1	1	0	0	0
Ephb1	na	0	0	0	0	0	0
Ephb2	na	0	2	2	0	0	0
Ephb3	na	0	0	1	0	0	0
Ephb4	na	12	14	16	15	9	5
Ephb6	na	2	2	0	3	1	4
Ephx1	na	1935	1917	1796	2110	2090	1761
Ephx2	na	1	1	0	1	2	0
Ephx3	na	4	5	4	4	2	0
Ephx4	na	1	0	0	0	0	0
Epm2a	na	6	2	4	6	1	4
Epm2aip1	na	1785	1944	1891	2301	2313	1929
Epn1	na	2903	3086	2629	3365	3440	2877
Epn2	na	92	110	93	99	97	100
Epn3	na	0	0	0	0	0	1
Epo	na	0	0	0	0	0	0
Epor	na	2	2	3	6	5	3
Eppk1	na	2	5	5	0	1	6
Eprs	na	11554	12119	11954	13512	13421	11923
Eps15	na	4979	5049	4853	5663	5506	4995
Eps15l1	na	3021	3222	2704	3367	3437	2783
Eps8	na	45	38	41	67	52	35
Eps8l1	na	674	657	568	797	809	686
Eps8l2	na	4	6	3	4	13	7
Eps8l3	na	0	0	0	0	0	0
Epsti1	na	895	856	943	622	572	540
Ept1	na	1321	1337	1323	1584	1586	1432
Epx	na	0	1	0	3	1	2
Epyc	na	0	0	0	0	0	0
Eral1	na	873	865	834	971	1000	824
Erap1	na	6178	6240	6339	6770	6518	5818
Eras	na	0	0	0	0	0	0
Erbb2	na	2	1	0	3	0	2
Erbb2ip	na	6659	7024	6592	8032	7838	6938
Erbb3	na	79	86	70	122	112	97
Erbb4	na	0	0	0	0	0	0
Erc1	na	756	760	711	896	878	776
Erc2	na	0	0	0	0	0	0
Ercc1	na	756	779	719	902	970	802
Ercc2	na	1615	1719	1553	1844	1962	1650
Ercc3	na	1949	2093	1909	2354	2370	1957
Ercc4	na	995	1102	954	1162	1152	994
Ercc5	na	607	583	543	585	593	552
Ercc6	na	4402	4555	4138	4850	5087	4209
Ercc6l	na	372	383	381	435	422	348
Ercc8	na	485	519	537	555	582	538
Ereg	na	0	0	0	0	0	0
Erf	na	846	785	762	891	948	793
Erg	na	5	7	2	5	6	4
Ergic1	na	3201	3074	2861	3182	3176	2704
Ergic2	na	1395	1498	1538	1721	1714	1447
Ergic3	na	1724	1687	1576	1804	1794	1649
Erh	na	771	829	877	909	941	843
Eri1	na	1675	1663	1650	1867	1767	1667
Eri2	na	236	292	308	318	320	230
Eri3	na	1221	1244	1180	1311	1346	1202
Erich1	na	130	139	139	122	123	135
Erlec1	na	846	869	868	916	952	841
Erlin1	na	490	511	474	620	579	521
Erlin2	na	1611	1631	1617	1828	1870	1698
Ermap	na	143	131	133	146	144	127
Ermn	na	0	0	0	0	0	1
Ermp1	na	866	950	931	1046	983	844
Ern1	na	422	491	452	601	586	470
Ern2	na	1	0	0	0	0	1
Ero1l	na	1457	1689	1544	1876	1925	1692
Ero1lb	na	1032	1087	978	1192	1207	1009
Erp27	na	20	26	11	11	23	20
Erp29	na	2722	2884	2823	3207	3161	2801
Erp44	na	1876	1873	1877	2085	2063	1840
Errfi1	na	69	99	70	94	74	68
Erv3	na	1	0	0	0	0	0
Esam	na	9	9	8	11	16	6
Esco1	na	1936	1859	2006	2218	2057	2041
Esco2	na	41	39	38	40	29	23
Esd	na	1434	1518	1517	1473	1505	1487
Esf1	na	1948	1911	1889	2239	2208	1989
Esm1	na	0	1	1	0	0	0
Esp24	na	0	0	0	0	0	0
Esp3	na	0	0	0	0	0	0
Esp38	na	0	0	0	0	0	0
Espl1	na	135	149	145	126	136	122
Espn	na	5	3	2	6	3	2
Espnl	na	2	6	2	2	2	2
Esr1	na	21	21	15	15	16	12
Esr2	na	0	0	0	0	0	0
Esrp1	na	0	0	0	0	0	0
Esrp2	na	4	3	7	8	5	7
Esrra	na	483	533	463	572	616	540
Esrrb	na	0	0	0	0	0	0
Esrrg	na	1	0	1	0	0	0
Esx1	na	0	0	0	0	0	0
Esyt1	na	3281	3393	3006	3408	3501	3024
Esyt2	na	1175	1300	1263	1418	1475	1357
Esyt3	na	13	16	8	10	4	11
Etaa1	na	561	595	626	635	671	590
Etd	na	0	0	0	0	0	0
Etf1	na	7405	7562	7657	8786	8716	8124
Etfa	na	997	1020	1092	1086	1065	993
Etfb	na	881	766	774	821	821	752
Etfdh	na	971	985	984	949	925	853
Ethe1	na	170	191	160	156	183	157
Etl4	na	64	40	41	20	22	25
Etnk1	na	7065	7507	7372	7064	7083	6126
Etnk2	na	3	6	2	5	5	1
Etohd2	na	66	68	75	90	95	83
Etohi1	na	666	767	706	796	795	692
Ets1	na	6536	6531	6287	7081	7462	6305
Ets2	na	3166	3193	2995	3599	3624	3083
Etv1	na	0	0	0	2	1	2
Etv2	na	0	1	1	0	0	0
Etv3	na	2747	2840	2734	3372	3536	2951
Etv4	na	2	4	0	5	1	5
Etv5	na	37	38	45	35	36	51
Etv6	na	1844	1813	1777	1585	1659	1349
Evc	na	13	19	19	8	5	6
Evc2	na	4	2	6	1	2	1
Evi2a	na	262	270	282	261	272	239
Evi2b	na	1306	1252	1222	1383	1404	1238
Evi5	na	304	350	306	337	329	283
Evi5l	na	80	82	83	93	103	92
Evl	na	1645	1661	1453	1773	1921	1561
Evpl	na	18	12	12	12	17	16
Evx1	na	0	0	0	0	0	0
Evx2	na	0	0	0	0	0	0
Ewsr1	na	10223	10649	9657	11397	11769	9953
Exd1	na	6	8	6	4	7	4
Exd2	na	778	805	760	889	926	803
Exo1	na	155	166	177	204	146	181
Exoc1	na	2134	2182	2112	2460	2533	2070
Exoc2	na	2258	2328	2244	2731	2720	2326
Exoc3	na	2206	2227	2093	2310	2333	2084
Exoc3l	na	38	33	29	29	37	27
Exoc4	na	1401	1488	1443	1380	1374	1261
Exoc5	na	1678	1858	1840	2082	1975	1830
Exoc6	na	899	874	885	954	994	864
Exoc6b	na	551	522	490	580	537	482
Exoc7	na	1406	1590	1304	1564	1642	1377
Exoc8	na	755	768	715	888	877	761
Exog	na	336	332	309	336	367	325
Exosc1	na	1469	1441	1494	1586	1648	1504
Exosc10	na	4200	4177	4016	4700	4710	4013
Exosc2	na	1711	1794	1752	1989	2020	1843
Exosc3	na	1032	1009	1048	1084	1062	934
Exosc4	na	799	823	763	907	848	760
Exosc5	na	1317	1356	1202	1387	1400	1282
Exosc6	na	783	831	724	841	865	762
Exosc7	na	1041	1021	1130	1158	1221	1072
Exosc8	na	1694	1681	1712	1910	1847	1713
Exosc9	na	1350	1239	1398	1403	1411	1298
Exph5	na	0	0	0	0	0	0
Expi	na	0	0	0	3	1	0
Ext1	na	395	364	314	324	327	278
Ext2	na	771	812	699	759	827	679
Extl1	na	23	27	22	17	22	23
Extl2	na	124	146	151	127	127	129
Extl3	na	2190	2324	2141	2469	2691	2198
Eya1	na	170	184	164	130	146	106
Eya2	na	1	0	4	5	1	1
Eya3	na	2789	2991	2719	3139	3139	2725
Eya4	na	0	0	0	0	0	0
Ezh1	na	1928	2013	1776	2234	2228	1963
Ezh2	na	1779	1828	1696	1845	1885	1678
Ezr	na	14035	14470	13327	16089	16402	14008
F10	na	5	12	17	6	12	5
F11	na	0	1	0	0	0	0
F11r	na	17	16	27	22	11	13
F12	na	0	0	0	0	0	0
F13a1	na	9	10	12	10	7	12
F13b	na	0	0	1	0	1	0
F2	na	0	1	0	2	2	0
F2r	na	8	6	6	16	14	6
F2rl1	na	15	19	16	25	22	26
F2rl2	na	0	1	2	1	0	2
F2rl3	na	7	5	3	4	7	2
F3	na	3	2	2	3	4	4
F420014N23Rik	na	63	75	64	75	64	74
F5	na	28	47	34	45	48	29
F630028O10Rik	na	53	53	42	61	53	35
F630042J09Rik	na	0	0	0	1	0	0
F630043A04Rik	na	52	53	63	50	50	37
F630110N24Rik	na	638	613	600	673	694	587
F630111L10Rik	na	0	2	0	1	0	0
F630206G17Rik	na	0	0	0	0	0	0
F7	na	1	0	1	0	1	0
F730016J06Rik	na	1	1	0	0	0	0
F730035M05Rik	na	0	0	0	0	0	0
F730043M19Rik	na	18	19	11	15	22	22
F8	na	34	43	44	45	47	39
F830002L21Rik	na	0	0	0	0	0	0
F830016B08Rik	na	0	0	0	0	0	0
F830045P16Rik	na	0	0	0	0	0	0
F8a	na	250	206	254	260	254	242
F9	na	88	97	87	151	145	110
F930015N05Rik	na	0	0	0	0	0	0
Fa2h	na	1	0	0	3	2	0
Faah	na	463	463	462	567	599	553
Fabp1	na	0	0	0	0	0	1
Fabp12	na	0	0	0	0	0	0
Fabp2	na	0	0	0	0	0	0
Fabp3	na	2	7	5	7	3	4
Fabp4	na	1	0	3	1	2	0
Fabp5	na	354	320	366	295	325	300
Fabp6	na	0	0	0	0	0	0
Fabp7	na	0	2	0	1	1	0
Fabp9	na	0	0	0	0	0	0
Fadd	na	611	570	576	578	571	478
Fads1	na	320	314	306	301	276	250
Fads2	na	61	75	80	50	49	40
Fads3	na	2	5	2	1	1	4
Fads6	na	8	12	4	4	6	9
Faf1	na	1298	1348	1347	1612	1554	1343
Faf2	na	2703	2704	2561	2754	2853	2470
Fah	na	55	62	66	53	58	51
Fahd1	na	191	183	197	249	202	229
Fahd2a	na	152	169	136	177	185	151
Faim	na	595	592	581	643	661	556
Faim2	na	0	0	0	0	0	0
Faim3	na	15734	15662	13944	17542	17673	14863
Fam100a	na	1177	1056	980	1067	1097	937
Fam100b	na	1	0	1	1	1	2
Fam101a	na	5	6	5	4	6	5
Fam101b	na	58	52	59	74	75	56
Fam102a	na	1531	1536	1407	1789	1769	1484
Fam102b	na	322	388	328	404	388	363
Fam103a1	na	276	260	300	273	312	279
Fam105a	na	753	786	708	739	752	599
Fam105b	na	2223	2342	2193	2361	2237	2066
Fam107a	na	0	2	0	0	0	0
Fam107b	na	5381	5550	5412	6266	6441	5449
Fam108a	na	935	924	847	914	939	848
Fam108b	na	766	873	832	971	998	862
Fam108c	na	626	581	629	785	758	633
Fam109a	na	123	120	99	121	107	75
Fam109b	na	1	4	1	2	1	1
Fam110a	na	52	60	58	69	68	60
Fam110b	na	0	0	0	1	0	0
Fam110c	na	1	0	0	0	1	0
Fam111a	na	3411	3462	3451	3445	3346	3062
Fam113a	na	1310	1297	1121	1288	1377	1122
Fam113b	na	1300	1260	1117	1464	1418	1342
Fam114a1	na	47	61	42	38	66	64
Fam114a2	na	1832	1904	1778	2021	2047	1809
Fam115a	na	0	0	0	0	0	1
Fam115c	na	0	0	0	0	0	2
Fam115e	na	0	0	0	1	0	0
Fam116a	na	1112	1157	1111	1188	1199	1153
Fam116b	na	1595	1625	1398	1879	1910	1624
Fam117a	na	464	491	424	447	491	405
Fam117b	na	1162	1208	1139	1252	1333	1098
Fam118a	na	540	523	516	547	616	521
Fam118b	na	713	770	745	800	840	750
Fam120a	na	8740	8925	8192	9826	9781	8445
Fam120b	na	1642	1687	1706	1918	1939	1616
Fam120c	na	1061	1068	1024	1051	1122	1041
Fam122a	na	361	339	343	330	350	282
Fam122b	na	628	585	602	650	725	638
Fam122c	na	0	0	0	0	0	0
Fam123a	na	2	0	3	4	4	2
Fam123b	na	292	303	320	264	315	274
Fam123c	na	0	0	0	0	0	0
Fam124a	na	0	0	0	0	0	0
Fam124b	na	2	2	1	1	0	1
Fam125a	na	1197	1107	1069	1071	1117	1110
Fam125b	na	81	84	75	69	68	49
Fam126a	na	1815	1925	1959	2270	2390	2115
Fam126b	na	777	895	829	994	957	858
Fam129a	na	991	1004	1047	1096	1071	949
Fam129b	na	109	112	122	117	117	106
Fam129c	na	11350	12005	10535	15167	16400	13341
Fam131a	na	14	5	6	2	8	5
Fam131b	na	2	3	1	5	1	0
Fam131c	na	0	0	0	0	0	0
Fam132a	na	97	107	75	83	102	93
Fam132b	na	14	15	28	24	18	19
Fam133b	na	1272	1384	1343	1443	1510	1331
Fam134a	na	2174	2181	2024	2528	2440	2172
Fam134b	na	1820	1972	1851	2121	2087	1892
Fam134c	na	3132	3315	3041	3672	3650	3232
Fam135a	na	19	18	29	15	20	14
Fam135b	na	0	0	0	0	0	0
Fam136a	na	1812	1824	1964	2072	1969	1871
Fam13a	na	0	1	0	0	0	0
Fam13b	na	1519	1649	1623	1911	1946	1499
Fam13c	na	0	0	0	0	0	0
Fam149a	na	5	1	2	1	5	1
Fam149b	na	544	598	525	593	642	590
Fam150a	na	0	0	0	0	0	0
Fam150b	na	0	0	0	0	0	0
Fam151a	na	0	0	0	0	1	0
Fam151b	na	44	44	35	40	50	40
Fam154a	na	0	0	0	0	0	0
Fam154b	na	13	19	7	11	10	10
Fam155a	na	0	1	0	0	0	0
Fam158a	na	84	86	83	95	87	104
Fam159a	na	0	2	0	1	3	1
Fam159b	na	0	0	0	0	0	0
Fam160a1	na	444	482	408	534	548	477
Fam160a2	na	1456	1512	1329	1562	1715	1414
Fam160b1	na	1067	1220	1020	1296	1345	1241
Fam160b2	na	1298	1285	1148	1441	1536	1256
Fam161a	na	10	1	2	4	5	2
Fam161b	na	26	33	25	29	38	39
Fam162a	na	1557	1631	1579	1650	1597	1466
Fam162b	na	0	0	0	0	0	0
Fam163a	na	0	0	0	0	0	0
Fam163b	na	0	0	0	0	0	0
Fam164a	na	61	58	66	57	60	33
Fam164b	na	1	2	1	0	2	4
Fam164c	na	30	34	39	46	33	23
Fam165b	na	450	431	409	404	441	415
Fam166a	na	4	5	5	3	4	2
Fam166b	na	0	0	0	1	0	0
Fam167a	na	6043	6179	5691	5745	5657	4913
Fam167b	na	1	3	5	1	2	1
Fam168a	na	565	628	538	638	655	543
Fam168b	na	11112	11603	11159	12243	12258	10397
Fam169a	na	49	58	51	55	66	49
Fam169b	na	3866	4039	3732	4233	4423	3668
Fam170a	na	0	0	0	0	0	0
Fam170b	na	0	0	0	0	0	0
Fam171a1	na	1	3	1	0	2	2
Fam171a2	na	0	0	0	0	1	0
Fam171b	na	1	4	1	2	1	1
Fam172a	na	1210	1376	1335	1432	1420	1348
Fam173a	na	559	578	565	660	663	575
Fam173b	na	312	359	321	372	393	334
Fam174a	na	448	439	489	546	501	478
Fam174b	na	2	0	5	1	3	2
Fam175a	na	697	683	639	724	761	632
Fam175b	na	1661	1684	1717	1786	1775	1627
Fam176a	na	0	0	0	0	1	0
Fam176b	na	16	23	14	9	15	10
Fam177a	na	0	0	0	0	0	0
Fam178a	na	4159	4514	4207	4772	4816	4223
Fam178b	na	0	0	1	0	0	0
Fam179a	na	2	4	1	3	3	0
Fam179b	na	2184	2246	2100	2627	2550	2224
Fam180a	na	0	0	0	0	0	0
Fam181a	na	0	0	0	0	0	0
Fam181b	na	0	0	0	0	0	0
Fam183b	na	0	0	0	0	0	0
Fam184a	na	5	2	2	4	2	4
Fam184b	na	6	13	10	13	8	14
Fam185a	na	696	674	678	827	844	734
Fam186b	na	0	1	0	0	0	1
Fam187a	na	0	0	0	0	0	0
Fam187b	na	3	5	2	2	2	3
Fam188a	na	416	418	397	424	415	417
Fam188b	na	0	0	0	0	0	0
Fam189a1	na	1	3	3	1	0	1
Fam189a2	na	0	0	0	0	0	0
Fam189b	na	159	173	85	154	180	143
Fam18a	na	260	262	274	292	374	255
Fam18b	na	687	748	768	811	831	717
Fam190a	na	3	4	4	3	2	3
Fam192a	na	1731	1804	1716	1948	1955	1645
Fam193a	na	2138	2189	2004	2423	2469	2029
Fam193b	na	2635	2826	2256	3085	3128	2567
Fam194a	na	13	22	21	15	16	17
Fam195a	na	101	95	90	92	96	87
Fam195b	na	1558	1476	1351	1519	1620	1436
Fam196a	na	0	0	0	0	0	1
Fam196b	na	18	18	19	9	9	11
Fam198a	na	2	7	3	4	8	4
Fam198b	na	3	2	5	2	3	1
Fam199x	na	663	685	647	765	781	727
Fam19a1	na	0	0	0	0	0	0
Fam19a2	na	0	0	0	0	0	0
Fam19a3	na	2	0	1	1	1	3
Fam19a4	na	0	0	0	0	0	0
Fam19a5	na	0	0	0	0	0	0
Fam203a	na	1348	1376	1304	1527	1440	1313
Fam20a	na	0	1	0	0	1	0
Fam20b	na	1726	1797	1737	2015	1952	1720
Fam20c	na	24	32	26	23	20	17
Fam23a	na	1	2	0	3	0	1
Fam24a	na	0	1	0	1	0	0
Fam25c	na	0	0	0	0	0	0
Fam26d	na	0	0	0	0	0	0
Fam26e	na	0	0	0	0	0	0
Fam26f	na	46	37	28	56	45	42
Fam32a	na	2125	2222	2189	2273	2160	1887
Fam33a	na	59	63	61	52	45	51
Fam35a	na	471	536	444	532	505	454
Fam36a	na	1060	1171	1070	1260	1440	1155
Fam38a	na	3592	3637	3252	3868	3967	3180
Fam38b	na	0	0	0	0	0	0
Fam3a	na	647	636	596	629	629	532
Fam3b	na	0	1	1	0	1	0
Fam3c	na	3047	3115	3100	3296	3125	2953
Fam40a	na	2002	2123	1879	2114	2093	1777
Fam40b	na	103	97	114	94	123	86
Fam43a	na	2162	2184	2049	2620	2577	2274
Fam43b	na	0	0	0	0	0	0
Fam45a	na	780	678	749	765	793	716
Fam46a	na	365	355	351	335	364	311
Fam46b	na	0	0	1	0	0	0
Fam46c	na	1648	1750	1729	1582	1666	1424
Fam46d	na	1	7	2	3	4	1
Fam47a-ps	na	0	0	0	0	0	0
Fam47e	na	0	0	0	0	0	0
Fam48a	na	2824	2947	2623	3076	3160	2712
Fam49a	na	876	844	888	867	887	816
Fam49b	na	4775	4811	4689	4937	5043	4507
Fam50a	na	1902	1967	1928	2076	2110	1876
Fam50b	na	0	0	0	0	2	1
Fam53a	na	1022	1008	957	1155	1153	940
Fam53b	na	2113	2194	1899	2427	2416	2093
Fam53c	na	1625	1619	1571	1705	1770	1469
Fam54a	na	57	48	43	41	41	46
Fam54b	na	1734	1841	1702	1965	1994	1679
Fam55b	na	275	249	268	284	265	264
Fam55c	na	991	1023	973	1143	1125	1008
Fam55d	na	209	217	216	280	318	270
Fam57a	na	72	76	69	82	85	75
Fam57b	na	0	0	0	0	0	0
Fam58b	na	524	512	544	568	605	521
Fam59a	na	0	0	1	0	1	1
Fam59b	na	2	1	2	1	3	3
Fam5b	na	0	1	0	0	0	0
Fam5c	na	0	1	0	0	0	0
Fam60a	na	178	175	177	194	199	188
Fam63a	na	298	359	300	365	400	299
Fam63b	na	1533	1696	1637	1618	1652	1525
Fam64a	na	31	23	19	16	11	8
Fam65a	na	332	353	279	322	332	293
Fam65b	na	3102	3242	3083	3922	4002	3420
Fam65c	na	1	0	1	2	1	0
Fam69a	na	625	698	667	816	800	694
Fam69b	na	2	2	3	6	2	7
Fam69c	na	0	0	0	0	0	0
Fam70a	na	2	6	3	1	5	5
Fam70b	na	0	0	0	0	0	0
Fam71a	na	0	0	0	0	0	0
Fam71b	na	7	5	3	3	6	1
Fam71d	na	12	20	15	15	6	14
Fam71e1	na	26	23	37	39	30	31
Fam71e2	na	0	0	0	0	0	0
Fam71f1	na	0	0	1	1	0	1
Fam71f2	na	18	21	13	11	16	21
Fam72a	na	28	32	27	43	46	37
Fam73a	na	1222	1286	1204	1314	1371	1269
Fam73b	na	728	646	624	809	825	654
Fam75d3	na	0	0	0	0	0	0
Fam76a	na	877	935	886	973	933	879
Fam76b	na	2569	2653	2568	2830	2946	2554
Fam78a	na	253	259	246	289	324	225
Fam78b	na	15	17	17	13	16	12
Fam81a	na	0	1	1	0	0	0
Fam82a1	na	69	73	54	66	73	65
Fam82a2	na	590	672	585	649	655	610
Fam82b	na	135	125	127	126	130	123
Fam83a	na	0	0	3	1	2	1
Fam83b	na	0	0	1	2	0	0
Fam83c	na	5	2	4	1	7	2
Fam83d	na	50	52	25	22	23	37
Fam83e	na	10	6	15	9	24	12
Fam83f	na	17	10	22	13	20	14
Fam83g	na	1097	1133	1099	1231	1200	973
